Sn,Task Name,Activity Type,Planned Start,Planned Finish,Actual Start,Actual Finish,PGMA,Parent WBS Level
7660,400 kV GIS Building - GA and details of Roof Truss including roof bracings ,ENG,2023-09-27,2023-10-26,,,,1.14.20.3(Detailed Engineering for 400 kV Switchyard)
7661,400 kV GIS Building - Layout & details of Roof and wall,ENG,2023-09-27,2023-10-26,,,,1.14.20.3(Detailed Engineering for 400 kV Switchyard)
7662,400 kV GIS Building - Details of EOT crane girder,ENG,2023-09-27,2023-10-26,,,,1.14.20.3(Detailed Engineering for 400 kV Switchyard)
7663,400 kV GIS Building - Layout and RCC details of Indoor cable trenches,CIV,2023-09-27,2023-10-26,,,,1.14.20.3(Detailed Engineering for 400 kV Switchyard)
7664,400 kV GIS Building - GA and RC details of GIS equipments,ENG,2023-09-27,2023-10-26,,,,1.14.20.3(Detailed Engineering for 400 kV Switchyard)
7665,400 kV GIS Building - Details of Door & Windows,ENG,2023-09-27,2023-10-26,,,,1.14.20.3(Detailed Engineering for 400 kV Switchyard)
7666,"Manufacturing, Testing and Dispatch",MFG,2023-05-25,2024-08-21,,,,1.14.20(400kV Switchyard)
7667,400 kV Gas Insulated Switchgear,OTH,2023-11-26,2024-08-21,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7668,Manufacturing,MFG,2023-11-26,2024-05-23,,,,1.14.20.4.1(400 kV Gas Insulated Switchgear)
7669,"Testing, Inspection &Dispatch",DIS,2024-05-24,2024-07-22,,,,1.14.20.4.1(400 kV Gas Insulated Switchgear)
7670,Receipt at Site,OTH,2024-07-23,2024-08-21,,,,1.14.20.4.1(400 kV Gas Insulated Switchgear)
7671,400 kV CVT,OTH,2023-08-28,2023-12-05,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7672,Manufacturing,MFG,2023-08-28,2023-10-16,,,,1.14.20.4.2(400 kV CVT)
7673,"Testing, Inspection &Dispatch",DIS,2023-10-17,2023-11-15,,,,1.14.20.4.2(400 kV CVT)
7674,Receipt at Site,OTH,2023-11-16,2023-12-05,,,,1.14.20.4.2(400 kV CVT)
7675,400 kV BPI,OTH,2023-08-28,2023-12-05,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7676,Manufacturing,MFG,2023-08-28,2023-10-16,,,,1.14.20.4.3(400 kV BPI)
7677,"Testing, Inspection &Dispatch",DIS,2023-10-17,2023-11-15,,,,1.14.20.4.3(400 kV BPI)
7678,Receipt at Site,OTH,2023-11-16,2023-12-05,,,,1.14.20.4.3(400 kV BPI)
7679,336 kV LA,OTH,2023-08-28,2023-12-05,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7680,Manufacturing,MFG,2023-08-28,2023-10-16,,,,1.14.20.4.4(336 kV LA)
7681,"Testing, Inspection &Dispatch",DIS,2023-10-17,2023-11-15,,,,1.14.20.4.4(336 kV LA)
7682,Receipt at Site,OTH,2023-11-16,2023-12-05,,,,1.14.20.4.4(336 kV LA)
7683,400 kV WT,OTH,2023-09-02,2023-12-10,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7684,Manufacturing,MFG,2023-09-02,2023-10-21,,,,1.14.20.4.5(400 kV WT)
7685,"Testing, Inspection &Dispatch",DIS,2023-10-22,2023-11-20,,,,1.14.20.4.5(400 kV WT)
7686,Receipt at Site,OTH,2023-11-21,2023-12-10,,,,1.14.20.4.5(400 kV WT)
7687,400 kV Control & Relay Panels and SAS,,2023-06-24,2023-11-10,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7688,Manufacturing,MFG,2023-06-24,2023-09-21,,,,1.14.20.4.6(400 kV Control & Relay Panels and SAS)
7689,"Testing, Inspection &Dispatch",DIS,2023-09-22,2023-10-21,,,,1.14.20.4.6(400 kV Control & Relay Panels and SAS)
7690,Receipt at Site,OTH,2023-10-22,2023-11-10,,,,1.14.20.4.6(400 kV Control & Relay Panels and SAS)
7691,FOTE,OTH,2023-08-28,2023-12-05,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7692,Manufacturing,MFG,2023-08-28,2023-10-16,,,,1.14.20.4.7(FOTE)
7693,"Testing, Inspection &Dispatch",DIS,2023-10-17,2023-11-15,,,,1.14.20.4.7(FOTE)
7694,Receipt at Site,OTH,2023-11-16,2023-12-05,,,,1.14.20.4.7(FOTE)
7695,Control & Power Cable,OTH,2023-08-28,2024-01-14,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7696,Manufacturing,MFG,2023-08-28,2023-11-25,,,,1.14.20.4.8(Control & Power Cable)
7697,"Testing, Inspection &Dispatch",DIS,2023-11-26,2023-12-25,,,,1.14.20.4.8(Control & Power Cable)
7698,Receipt at Site,OTH,2023-12-26,2024-01-14,,,,1.14.20.4.8(Control & Power Cable)
7699,125 MVAr Reactor,OTH,2023-05-25,2023-10-11,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7700,Manufacturing,MFG,2023-05-25,2023-08-22,,,,1.14.20.4.9(125 MVAr Reactor)
7701,"Testing, Inspection &Dispatch",DIS,2023-08-23,2023-09-21,,,,1.14.20.4.9(125 MVAr Reactor)
7702,Receipt at Site,OTH,2023-09-22,2023-10-11,,,,1.14.20.4.9(125 MVAr Reactor)
7703,Composite Long Rod Insulator,OTH,2023-05-25,2023-10-11,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7704,Manufacturing,MFG,2023-05-25,2023-08-22,,,,1.14.20.4.10(Composite Long Rod Insulator)
7705,"Testing, Inspection &Dispatch",DIS,2023-08-23,2023-09-21,,,,1.14.20.4.10(Composite Long Rod Insulator)
7706,Receipt at Site,OTH,2023-09-22,2023-10-11,,,,1.14.20.4.10(Composite Long Rod Insulator)
7707,LT Switchgear,OTH,2023-05-25,2023-10-11,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7708,Manufacturing,MFG,2023-05-25,2023-08-22,,,,1.14.20.4.11(LT Switchgear)
7709,"Testing, Inspection &Dispatch",DIS,2023-08-23,2023-09-21,,,,1.14.20.4.11(LT Switchgear)
7710,Receipt at Site,OTH,2023-09-22,2023-10-11,,,,1.14.20.4.11(LT Switchgear)
7711,Marshalling Kiosk & JBs,OTH,2023-08-28,2023-12-05,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7712,Manufacturing,MFG,2023-08-28,2023-10-16,,,,1.14.20.4.12(Marshalling Kiosk & JBs)
7713,"Testing, Inspection &Dispatch",DIS,2023-10-17,2023-11-15,,,,1.14.20.4.12(Marshalling Kiosk & JBs)
7714,Receipt at Site,OTH,2023-11-16,2023-12-05,,,,1.14.20.4.12(Marshalling Kiosk & JBs)
7715,Earthing Material,OTH,2023-07-19,2023-10-06,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7716,Manufacturing,MFG,2023-07-19,2023-08-17,,,,1.14.20.4.13(Earthing Material)
7717,"Testing, Inspection &Dispatch",DIS,2023-08-18,2023-09-16,,,,1.14.20.4.13(Earthing Material)
7718,Receipt at Site,OTH,2023-09-17,2023-10-06,,,,1.14.20.4.13(Earthing Material)
7719,Shield Wire,OTH,2023-08-28,2023-12-05,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7720,Manufacturing,MFG,2023-08-28,2023-10-16,,,,1.14.20.4.14(Shield Wire)
7721,"Testing, Inspection &Dispatch",DIS,2023-10-17,2023-11-15,,,,1.14.20.4.14(Shield Wire)
7722,Receipt at Site,OTH,2023-11-16,2023-12-05,,,,1.14.20.4.14(Shield Wire)
7723,ACSR Conductor,OTH,2023-08-28,2023-12-05,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7724,Manufacturing,MFG,2023-08-28,2023-10-16,,,,1.14.20.4.15(ACSR Conductor)
7725,"Testing, Inspection &Dispatch",DIS,2023-10-17,2023-11-15,,,,1.14.20.4.15(ACSR Conductor)
7726,Receipt at Site,OTH,2023-11-16,2023-12-05,,,,1.14.20.4.15(ACSR Conductor)
7727,Al tube,OTH,2023-08-28,2023-12-05,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7728,Manufacturing,MFG,2023-08-28,2023-10-16,,,,1.14.20.4.16(Al tube)
7729,"Testing, Inspection &Dispatch",DIS,2023-10-17,2023-11-15,,,,1.14.20.4.16(Al tube)
7730,Receipt at Site,OTH,2023-11-16,2023-12-05,,,,1.14.20.4.16(Al tube)
7731,Cable Trench Material,OTH,2023-08-28,2023-12-05,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7732,Manufacturing,MFG,2023-08-28,2023-10-16,,,,1.14.20.4.17(Cable Trench Material)
7733,"Testing, Inspection &Dispatch",DIS,2023-10-17,2023-11-15,,,,1.14.20.4.17(Cable Trench Material)
7734,Receipt at Site,OTH,2023-11-16,2023-12-05,,,,1.14.20.4.17(Cable Trench Material)
7735,Structures & Hardwares,OTH,2023-08-18,2023-11-25,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7736,Manufacturing,MFG,2023-08-18,2023-10-06,,,,1.14.20.4.18(Structures & Hardwares)
7737,"Testing, Inspection &Dispatch",DIS,2023-10-07,2023-11-05,,,,1.14.20.4.18(Structures & Hardwares)
7738,Receipt at Site,OTH,2023-11-06,2023-11-25,,,,1.14.20.4.18(Structures & Hardwares)
7739,Battery & Battery Chargers,OTH,2023-08-28,2023-12-15,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7740,Manufacturing,MFG,2023-08-28,2023-10-26,,,,1.14.20.4.19(Battery & Battery Chargers)
7741,"Testing, Inspection &Dispatch",DIS,2023-10-27,2023-11-25,,,,1.14.20.4.19(Battery & Battery Chargers)
7742,Receipt at Site,OTH,2023-11-26,2023-12-15,,,,1.14.20.4.19(Battery & Battery Chargers)
7743,Auxiliary Transformer,OTH,2023-10-22,2024-01-29,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7744,Manufacturing,MFG,2023-10-22,2023-12-10,,,,1.14.20.4.20(Auxiliary Transformer)
7745,"Testing, Inspection &Dispatch",DIS,2023-12-11,2024-01-09,,,,1.14.20.4.20(Auxiliary Transformer)
7746,Receipt at Site,OTH,2024-01-10,2024-01-29,,,,1.14.20.4.20(Auxiliary Transformer)
7747,Illumination System,OTH,2023-08-28,2023-12-15,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7748,Manufacturing,MFG,2023-08-28,2023-10-26,,,,1.14.20.4.21(Illumination System)
7749,"Testing, Inspection &Dispatch",DIS,2023-10-27,2023-11-25,,,,1.14.20.4.21(Illumination System)
7750,Receipt at Site,OTH,2023-11-26,2023-12-15,,,,1.14.20.4.21(Illumination System)
7751,Fire Protection System,OTH,2023-08-28,2024-01-14,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7752,Manufacturing,MFG,2023-08-28,2023-11-25,,,,1.14.20.4.22(Fire Protection System)
7753,"Testing, Inspection &Dispatch",DIS,2023-11-26,2023-12-25,,,,1.14.20.4.22(Fire Protection System)
7754,Receipt at Site,OTH,2023-12-26,2024-01-14,,,,1.14.20.4.22(Fire Protection System)
7755,Air Conditioning and Ventilation System,OTH,2023-08-28,2024-01-14,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7756,Manufacturing,MFG,2023-08-28,2023-11-25,,,,1.14.20.4.23(Air Conditioning and Ventilation System)
7757,"Testing, Inspection &Dispatch",DIS,2023-11-26,2023-12-25,,,,1.14.20.4.23(Air Conditioning and Ventilation System)
7758,Receipt at Site,OTH,2023-12-26,2024-01-14,,,,1.14.20.4.23(Air Conditioning and Ventilation System)
7759,EOT Crane,OTH,2023-08-28,2024-01-14,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7760,Manufacturing,MFG,2023-08-28,2023-11-25,,,,1.14.20.4.24(EOT Crane)
7761,"Testing, Inspection &Dispatch",DIS,2023-11-26,2023-12-25,,,,1.14.20.4.24(EOT Crane)
7762,Receipt at Site,OTH,2023-12-26,2024-01-14,,,,1.14.20.4.24(EOT Crane)
7763,Self Power Hydraulic Aerial Working Platform,OTH,2023-08-28,2024-01-14,,,,"1.14.20.4(Manufacturing, Testing and Dispatch)"
7764,Manufacturing,MFG,2023-08-28,2023-11-25,,,,1.14.20.4.25(Self Power Hydraulic Aerial Working Platform)
7765,"Testing, Inspection &Dispatch",DIS,2023-11-26,2023-12-25,,,,1.14.20.4.25(Self Power Hydraulic Aerial Working Platform)
7766,Receipt at Site,OTH,2023-12-26,2024-01-14,,,,1.14.20.4.25(Self Power Hydraulic Aerial Working Platform)
7767,Civil,CIV,2023-05-30,2025-01-23,,,,1.14.20(400kV Switchyard)
7768,Switchyard Equipment foundation,CIV,2023-05-30,2024-04-23,,,,1.14.20.5(Civil)
7769,GIS Building,CIV,2023-05-30,2024-04-03,,,,1.14.20.5(Civil)
7770,Foundation ,CIV,2023-05-30,2023-08-27,,,,1.14.20.5.2(GIS Building)
7771,Columns & Superstructure ,CIV,2023-08-28,2023-11-25,,,,1.14.20.5.2(GIS Building)
7772,Roof sheeting,CIV,2023-11-26,2024-02-23,,,,1.14.20.5.2(GIS Building)
7773,Brick work and finishing work,CIV,2023-12-16,2024-04-03,,,,1.14.20.5.2(GIS Building)
7774,Control Room,CIV,2023-09-07,2024-11-24,,,,1.14.20.5(Civil)
7775,EXCAVATION,CIV,2023-09-07,2023-10-01,,,,1.14.20.5.3(Control Room)
7776,RCC in substructure including PCC,CIV,2023-10-02,2023-12-30,,,,1.14.20.5.3(Control Room)
7777,RCC/Structure work in superstructure,CIV,2023-12-31,2024-05-28,,,,1.14.20.5.3(Control Room)
7778,Brick Work & Plastering,CIV,2024-05-29,2024-07-27,,,,1.14.20.5.3(Control Room)
7779,Flooring,CIV,2024-07-28,2024-09-10,,,,1.14.20.5.3(Control Room)
7780,Backfilling,CIV,2024-09-11,2024-09-25,,,,1.14.20.5.3(Control Room)
7781,Finishing works,CIV,2024-09-26,2024-11-24,,,,1.14.20.5.3(Control Room)
7782,AHU Building,CIV,2023-09-07,2025-01-23,,,,1.14.20.5(Civil)
7783,EXCAVATION,CIV,2023-09-07,2023-10-01,,,,1.14.20.5.4(AHU Building)
7784,RCC in substructure including PCC,CIV,2023-10-02,2023-12-30,,,,1.14.20.5.4(AHU Building)
7785,RCC/Structure work in superstructure,CIV,2023-12-31,2024-07-27,,,,1.14.20.5.4(AHU Building)
7786,Brick Work & Plastering,CIV,2024-07-28,2024-09-25,,,,1.14.20.5.4(AHU Building)
7787,Flooring,CIV,2024-09-26,2024-11-09,,,,1.14.20.5.4(AHU Building)
7788,Backfilling,CIV,2024-11-10,2024-11-24,,,,1.14.20.5.4(AHU Building)
7789,Finishing works,CIV,2024-11-25,2025-01-23,,,,1.14.20.5.4(AHU Building)
7790,and Dispatch,OTH,2023-09-18,2025-08-04,,,,1.14.20(400kV Switchyard)
7791,Towers and Gantry,ERC,2023-09-18,2024-01-15,,,,1.14.20.6(and Dispatch)
7792,400 kV Reactor,ERC,2024-05-01,2024-08-08,,,,1.14.20.6(and Dispatch)
7793,EOT Crane,ERC,2024-02-24,2024-06-22,,,,1.14.20.6(and Dispatch)
7794,Air Conditioning and Ventilation System,ERC,2025-01-24,2025-05-23,,,,1.14.20.6(and Dispatch)
7795,Fire Protection System,ERC,2024-04-04,2024-08-01,,,,1.14.20.6(and Dispatch)
7796,Illumination System,ERC,2023-12-26,2024-04-23,,,,1.14.20.6(and Dispatch)
7797,LT System (Including Battery and Battery Chargers) (Control room Building),ERC,2024-11-25,2025-01-23,,,,1.14.20.6(and Dispatch)
7798,"Outdoor Equipments (LA, BPI, CVT, WT) (Outdoor)",ERC,2023-12-26,2024-03-14,,,,1.14.20.6(and Dispatch)
7799,400 kV Control & Relay Panel & SAS (Control room Building),ERC,2024-11-25,2025-01-23,,,,1.14.20.6(and Dispatch)
7800,FOTE (Control room Building),ERC,2024-11-25,2025-01-23,,,,1.14.20.6(and Dispatch)
7801,Auxiliary Transformer (Outdoor),ERC,2024-02-29,2024-04-28,,,,1.14.20.6(and Dispatch)
7802,Readiness of Priority bays for charging for Start-up Power(400 kV Priority area for start up power including priority bays with bus bar covering GIS & AIS system),ERC,2024-08-22,2025-04-26,,,,1.14.20.6(and Dispatch)
7803,400 kV Balance Area,ERC,2025-04-27,2025-08-04,,,,1.14.20.6(and Dispatch)
7804,"Readiness of line bays, Generator Transformer Bay for Unit # 1, Coupler Bays, Transfer Bays etc. with Common",COM,2025-08-05,2026-01-26,,,,1.14.20(400kV Switchyard)
7805,Balance COF U#1,ERC,2026-01-27,2026-03-27,,,,1.14.20(400kV Switchyard)
7806,Station C&I,ERC,2025-02-03,2026-06-17,,,,1.14(BOP Systems)
7807,Readiness of DDCMIS for Water System & Make-Up Water System ,ERC,2025-02-03,2025-03-26,,,,1.14.21(Station C&I)
7808,Readiness of DDCMIS Systems required for Boiler Light Up,ERC,2025-02-03,2025-11-09,,,,1.14.21(Station C&I)
7809,Readiness of DDCMIS For Main Plant & Standalone Common System,COM,2025-02-03,2026-01-08,,,,1.14.21(Station C&I)
7810,Readiness of DDCMIS for AHP & CHP and other balance works,ERC,2025-02-03,2026-02-17,,,,1.14.21(Station C&I)
7811,Completion of facilities for C&I system ,ERC,2026-02-18,2026-06-17,,,,1.14.21(Station C&I)
7812,Chlorine Dioxide dosing system,OTH,2022-12-26,2025-08-13,,,,1.14(BOP Systems)
7813, Rel of Dwg for CW Chlorination system,PE - RFC,2024-06-04,2024-06-04,,,,1.14.22(Chlorine Dioxide dosing system)
7814,Award of  Execution Agency,PRC,2022-12-26,2023-05-25,,,,1.14.22(Chlorine Dioxide dosing system)
7815,Enquiry,ENQ,2022-12-26,2022-12-26,,,,1.14.22.2(Award of  Execution Agency)
7816,PO Placement,ORD,2022-12-27,2023-05-25,,,,1.14.22.2(Award of  Execution Agency)
7817, Civil,OTH,2024-06-05,2025-03-31,,,,1.14.22(Chlorine Dioxide dosing system)
7818,Excavation,CIV,2024-06-05,2024-07-04,,,,1.14.22.3( Civil)
7819,RCC Sub-structure,CIV,2024-07-05,2024-12-01,,,,1.14.22.3( Civil)
7820,RCC Super-Structure,CIV,2024-12-02,2025-03-31,,,,1.14.22.3( Civil)
7821,Supply,OTH,2023-11-22,2024-05-19,,,,1.14.22(Chlorine Dioxide dosing system)
7822,Tanks,OTH,2023-11-22,2024-03-20,,,,1.14.22.4(Supply)
7823,Pumps,OTH,2023-11-22,2024-05-19,,,,1.14.22.4(Supply)
7824,"Pipes, fittings & Valves",OTH,2023-11-22,2024-05-19,,,,1.14.22.4(Supply)
7825,Erection,ERC,2025-04-01,2025-08-13,,,,1.14.22(Chlorine Dioxide dosing system)
7826,Tanks,ERC,2025-04-01,2025-05-15,,,,1.14.22.5(Erection)
7827,Pumps,ERC,2025-05-16,2025-06-14,,,,1.14.22.5(Erection)
7828,INTERCONNECTING PIPING & FITTINGS,ERC,2025-06-15,2025-07-14,,,,1.14.22.5(Erection)
7829,Commissioning,COM,2025-07-15,2025-08-13,,,,1.14.22.5(Erection)
7830,"Pipe Rack and Cable Trestle, Station Piping",OTH,2023-08-23,2026-01-29,,,,1.14(BOP Systems)
7831,Release of Drawings,PE - RFC,2023-08-23,2023-08-23,,,,"1.14.23(Pipe Rack and Cable Trestle, Station Piping)"
7832,Award of  Execution Agency,PRC,2023-08-23,2024-01-20,,,,"1.14.23(Pipe Rack and Cable Trestle, Station Piping)"
7833,NIT,ENQ,2023-08-23,2023-08-23,,,,1.14.23.2(Award of  Execution Agency)
7834,PO Placement,ORD,2023-08-24,2024-01-20,,,,1.14.23.2(Award of  Execution Agency)
7835, Civil,CIV,2024-02-20,2024-10-16,,,,"1.14.23(Pipe Rack and Cable Trestle, Station Piping)"
7836,Excavation,CIV,2024-02-20,2024-03-20,,,,1.14.23.3( Civil)
7837,Pedestal footing- Priority path,OTH,2024-03-21,2024-06-18,,,,1.14.23.3( Civil)
7838,Pedestal footing- Balance,OTH,2024-06-19,2024-10-16,,,,1.14.23.3( Civil)
7839,Supply,OTH,2024-09-07,2025-03-05,,,,"1.14.23(Pipe Rack and Cable Trestle, Station Piping)"
7840,Cable trestle,OTH,2024-09-07,2025-01-04,,,,1.14.23.4(Supply)
7841,Pipe rack,OTH,2024-09-07,2025-03-05,,,,1.14.23.4(Supply)
7842,Erection,ERC,2025-04-05,2026-01-29,,,,"1.14.23(Pipe Rack and Cable Trestle, Station Piping)"
7843,"Pipe rack, Cable trestle, Piping & Cable laying",ERC,2025-04-05,2026-01-29,,,,1.14.23.5(Erection)
7844,Readiness for HT,ERC,2025-05-05,2025-07-03,,,,1.14.23.5(Erection)
7845,Readiness for BLU,ERC,2025-07-04,2025-09-01,,,,1.14.23.5(Erection)
7846,Readiness for Full loading,ERC,2025-09-02,2026-01-29,,,,1.14.23.5(Erection)
7847,Misc. Elevators,OTH,2023-09-03,2025-11-17,,,,1.14(BOP Systems)
7848,Supply,OTH,2023-09-03,2025-11-17,,,,1.14.24(Misc. Elevators)
7849,Elevator,OTH,2023-09-03,2024-10-26,,,,1.14.24.1(Supply)
7850,Ordering,OTH,2023-09-03,2023-12-01,,,,1.14.24.1.1(Elevator)
7851,Detailed Engineering,ENG,2023-12-02,2024-04-29,,,,1.14.24.1.1(Elevator)
7852,Manufacturing,MFG,2024-04-30,2024-09-26,,,,1.14.24.1.1(Elevator)
7853,Dispatch,DIS,2024-09-27,2024-10-26,,,,1.14.24.1.1(Elevator)
7854,Civil,OTH,2024-09-24,2025-05-21,,,,1.14.24.1(Supply)
7855,Readiness of Elevator Pit & Shaft,OTH,2024-09-24,2025-05-21,,,,1.14.24.1.2(Civil)
7856,Erection,ERC,2025-05-22,2025-11-17,,,,1.14.24.1(Supply)
7857,Erection and commissioning of Elevator,COM,2025-05-22,2025-11-17,,,,1.14.24.1.3(Erection)
7858,Lifting Equipments,OTH,2023-05-15,2026-06-03,,,,1.14(BOP Systems)
7859,Supply,SUP,2023-05-15,2026-06-03,,,,1.14.25(Lifting Equipments)
7860,Lifting Tackles (PG-99),SUP,2023-05-15,2025-07-28,,,PG99,1.14.25.1(Supply)
7861,MISC CHAIN PULLEY BLOCKS (PGMA-99099),SUP,2023-10-21,2025-07-28,,,99099,1.14.25.1.1(Lifting Tackles (PG-99))
7862,Ordering & Engineering,ENG,2023-10-21,2024-10-15,,,99099,1.14.25.1.1.1(MISC CHAIN PULLEY BLOCKS (PGMA-99099))
7863,Manufacturing,MFG,2024-10-16,2025-07-28,,,99099,1.14.25.1.1.1(MISC CHAIN PULLEY BLOCKS (PGMA-99099))
7864,Dispatch,DIS,2025-04-30,2025-05-29,,,99099,1.14.25.1.1.1(MISC CHAIN PULLEY BLOCKS (PGMA-99099))
7865,FAN HANDLING EQUIPMENT (PGMA-99100),SUP,2023-07-23,2025-02-27,,,99100,1.14.25.1.1(Lifting Tackles (PG-99))
7866,Ordering & Engineering,ENG,2023-07-23,2024-04-17,,,99100,1.14.25.1.1.2(FAN HANDLING EQUIPMENT (PGMA-99100))
7867,Manufacturing,MFG,2024-04-18,2025-01-28,,,99100,1.14.25.1.1.2(FAN HANDLING EQUIPMENT (PGMA-99100))
7868,Dispatch,DIS,2025-01-29,2025-02-27,,,99100,1.14.25.1.1.2(FAN HANDLING EQUIPMENT (PGMA-99100))
7869,CIR PUMP / FEED PUMP HANDLING EQUIPMENT (PGMA-99300),SUP,2023-05-24,2024-12-26,,,99300,1.14.25.1.1(Lifting Tackles (PG-99))
7870,Ordering & Engineering,ENG,2023-05-24,2024-02-17,,,99300,1.14.25.1.1.3(CIR PUMP / FEED PUMP HANDLING EQUIPMENT (PGMA-99300))
7871,Manufacturing,MFG,2024-02-18,2024-11-26,,,99300,1.14.25.1.1.3(CIR PUMP / FEED PUMP HANDLING EQUIPMENT (PGMA-99300))
7872,Dispatch,DIS,2024-11-27,2024-12-26,,,99300,1.14.25.1.1.3(CIR PUMP / FEED PUMP HANDLING EQUIPMENT (PGMA-99300))
7873,"AIRHEATER,STEAMCOIL AIRHEATER HANDLG E (PGMA-99400)",SUP,2023-07-23,2025-02-27,,,99400,1.14.25.1.1(Lifting Tackles (PG-99))
7874,Ordering & Engineering,ENG,2023-07-23,2024-04-17,,,99400,"1.14.25.1.1.4(AIRHEATER,STEAMCOIL AIRHEATER HANDLG E (PGMA-99400))"
7875,Manufacturing,MFG,2024-04-18,2025-01-28,,,99400,"1.14.25.1.1.4(AIRHEATER,STEAMCOIL AIRHEATER HANDLG E (PGMA-99400))"
7876,Dispatch,DIS,2025-01-29,2025-02-27,,,99400,"1.14.25.1.1.4(AIRHEATER,STEAMCOIL AIRHEATER HANDLG E (PGMA-99400))"
7877,FURNACE CRADLE -WALL COVERAGE ELECTR (PGMA-99512),SUP,2023-07-23,2025-02-27,,,99512,1.14.25.1.1(Lifting Tackles (PG-99))
7878,Ordering & Engineering,ENG,2023-07-23,2024-04-17,,,99512,1.14.25.1.1.5(FURNACE CRADLE -WALL COVERAGE ELECTR (PGMA-99512))
7879,Manufacturing,MFG,2024-04-18,2025-01-28,,,99512,1.14.25.1.1.5(FURNACE CRADLE -WALL COVERAGE ELECTR (PGMA-99512))
7880,Dispatch,DIS,2025-01-29,2025-02-27,,,99512,1.14.25.1.1.5(FURNACE CRADLE -WALL COVERAGE ELECTR (PGMA-99512))
7881,FO SYSTEM HANDLING EQUIPMENT (PGMA-99600),SUP,2023-07-23,2025-02-27,,,99600,1.14.25.1.1(Lifting Tackles (PG-99))
7882,Ordering & Engineering,ENG,2023-07-23,2024-04-17,,,99600,1.14.25.1.1.6(FO SYSTEM HANDLING EQUIPMENT (PGMA-99600))
7883,Manufacturing,MFG,2024-04-18,2025-01-28,,,99600,1.14.25.1.1.6(FO SYSTEM HANDLING EQUIPMENT (PGMA-99600))
7884,Dispatch,DIS,2025-01-29,2025-02-27,,,99600,1.14.25.1.1.6(FO SYSTEM HANDLING EQUIPMENT (PGMA-99600))
7885,BOI-PEM - CHAIN PULLEY BLOCK ,SUP,2023-12-05,2025-01-27,,,,1.14.25.1.1(Lifting Tackles (PG-99))
7886,Ordering,ORD,2023-12-05,2024-03-03,,,,1.14.25.1.1.7(BOI-PEM - CHAIN PULLEY BLOCK )
7887,Detailed Engineering,ENG,2024-03-04,2024-07-31,,,,1.14.25.1.1.7(BOI-PEM - CHAIN PULLEY BLOCK )
7888,Manufacturing,MFG,2024-08-01,2024-12-28,,,,1.14.25.1.1.7(BOI-PEM - CHAIN PULLEY BLOCK )
7889,Dispatch,DIS,2024-12-29,2025-01-27,,,,1.14.25.1.1.7(BOI-PEM - CHAIN PULLEY BLOCK )
7890,BOI-PEM - ELECTRIC HOIST ,SUP,2023-12-01,2025-01-23,,,,1.14.25.1.1(Lifting Tackles (PG-99))
7891,Ordering,ORD,2023-12-01,2024-02-28,,,,1.14.25.1.1.8(BOI-PEM - ELECTRIC HOIST )
7892,Detailed Engineering,ENG,2024-02-29,2024-07-27,,,,1.14.25.1.1.8(BOI-PEM - ELECTRIC HOIST )
7893,Manufacturing,MFG,2024-07-28,2024-12-24,,,,1.14.25.1.1.8(BOI-PEM - ELECTRIC HOIST )
7894,Dispatch,DIS,2024-12-25,2025-01-23,,,,1.14.25.1.1.8(BOI-PEM - ELECTRIC HOIST )
7895,BOI-PEM - D/G EOT CRANE (UPTO 100 T) ,SUP,2023-05-15,2024-07-07,,,,1.14.25.1.1(Lifting Tackles (PG-99))
7896,Ordering,ORD,2023-05-15,2023-08-12,,,,1.14.25.1.1.9(BOI-PEM - D/G EOT CRANE (UPTO 100 T) )
7897,Detailed Engineering,ENG,2023-08-13,2024-01-09,,,,1.14.25.1.1.9(BOI-PEM - D/G EOT CRANE (UPTO 100 T) )
7898,Manufacturing,MFG,2024-01-10,2024-06-07,,,,1.14.25.1.1.9(BOI-PEM - D/G EOT CRANE (UPTO 100 T) )
